date,close
2012-01-01,4.64569725864124
2012-01-02,4.975
2012-01-03,5.0855
2012-01-04,5.170395833333333
2012-01-05,5.954361111111112
2012-01-06,6.620333333333334
2012-01-07,6.047777777777777
2012-01-08,6.819444444444445
2012-01-09,6.816451388888889
2012-01-10,6.385722222222222
2012-01-11,7.030333333333333
2012-01-12,6.97925
2012-01-13,6.707118055555555
2012-01-14,6.492236111111111
2012-01-15,6.61107638888889
2012-01-16,7.071527777777778
2012-01-17,7.005972222222223
2012-01-18,6.458347222222223
2012-01-19,6.5343888888888895
2012-01-20,6.475083333333334
2012-01-21,6.95
2012-01-22,6.582361111111111
2012-01-23,6.602854166666667
2012-01-24,6.500354166666667
2012-01-25,6.5941527777777775
2012-01-26,6.270076388888889
2012-01-27,5.854409722222223
2012-01-28,5.2764444444444445
2012-01-29,5.559840277777778
2012-01-30,5.456833333333334
2012-01-31,5.6622916666666665
2012-02-01,5.441027777777777
2012-02-02,6.038569444444445
2012-02-03,6.175354166666667
2012-02-04,6.308673611111111
2012-02-05,5.928826388888889
2012-02-06,5.561861111111111
2012-02-07,5.664152777777778
2012-02-08,5.690083333333334
2012-02-09,5.787513888888889
2012-02-10,5.882923611111111
2012-02-11,5.722895833333333
2012-02-12,5.53925
2012-02-13,5.626979166666667
2012-02-14,5.316055555555556
2012-02-15,4.881298611111111
2012-02-16,4.598680555555556
2012-02-17,4.684673611111111
2012-02-18,4.445347222222223
2012-02-19,4.315465277777777
2012-02-20,4.465381944444444
2012-02-21,4.451791666666667
2012-02-22,4.506118055555556
2012-02-23,4.673069444444445
2012-02-24,5.101986111111111
2012-02-25,5.006763888888889
2012-02-26,4.991979166666667
2012-02-27,4.996027777777778
2012-02-28,5.029861111111111
2012-02-29,4.969243055555555
2012-03-01,5.011
2012-03-02,4.836972222222222
2012-03-03,4.7934930555555555
2012-03-04,4.683881944444445
2012-03-05,4.899868055555555
2012-03-06,5.006875
2012-03-07,5.019493055555556
2012-03-08,4.947409722222223
2012-03-09,5.012951388888888
2012-03-10,4.932701388888889
2012-03-11,4.939583333333333
2012-03-12,4.987847222222222
2012-03-13,5.041256944444444
2012-03-14,5.346541666666667
2012-03-15,5.314659722222222
2012-03-16,5.342055555555556
2012-03-17,5.333354166666666
2012-03-18,5.371659722222222
2012-03-19,5.203534722222222
2012-03-20,4.902604166666666
2012-03-21,4.854180555555556
2012-03-22,4.860118055555556
2012-03-23,4.794395833333334
2012-03-24,4.76525
2012-03-25,4.678847222222222
2012-03-26,4.605263888888889
2012-03-27,4.717208333333333
2012-03-28,4.802576388888889
2012-03-29,4.842097222222222
2012-03-30,4.848569444444444
2012-03-31,4.891798611111111
2012-04-01,4.8625
2012-04-02,4.886784722222222
2012-04-03,4.983388888888888
2012-04-04,4.948736111111112
2012-04-05,4.967173611111111
2012-04-06,4.945125
2012-04-07,4.903201388888889
2012-04-08,4.747361111111111
2012-04-09,4.739402777777777
2012-04-10,4.798340277777777
2012-04-11,4.8241249999999996
2012-04-12,4.845076388888889
2012-04-13,4.89211111111111
2012-04-14,4.9693125
2012-04-15,4.9505625
2012-04-16,4.961131944444444
2012-04-17,4.981381944444445
2012-04-18,5.0848402777777775
2012-04-19,5.137277777777778
2012-04-20,5.135979166666667
2012-04-21,5.301131944444444
2012-04-22,5.216319444444444
2012-04-23,5.174597222222222
2012-04-24,5.095048611111111
2012-04-25,5.105256944444444
2012-04-26,5.092027777777777
2012-04-27,5.039562500000001
2012-04-28,4.990083333333334
2012-04-29,4.899493055555556
2012-04-30,4.932125
2012-05-01,4.960152777777778
2012-05-02,5.077326388888888
2012-05-03,5.092770833333334
2012-05-04,5.101826388888889
2012-05-05,5.082833333333333
2012-05-06,5.066138888888888
2012-05-07,5.040152777777777
2012-05-08,5.0514930555555555
2012-05-09,5.040222222222222
2012-05-10,5.0096944444444444
2012-05-11,4.930506944444445
2012-05-12,4.957194444444444
2012-05-13,4.936506944444445
2012-05-14,4.924180555555556
2012-05-15,4.961618055555555
2012-05-16,4.9920625
2012-05-17,5.027770833333333
2012-05-18,5.039819444444444
2012-05-19,5.065298611111111
2012-05-20,5.055638888888889
2012-05-21,5.043513888888889
2012-05-22,5.0679236111111114
2012-05-23,5.057819444444444
2012-05-24,5.0813125
2012-05-25,5.100305555555555
2012-05-26,5.083013888888889
2012-05-27,5.066645833333333
2012-05-28,5.076583333333333
2012-05-29,5.068138888888889
2012-05-30,5.102618055555556
2012-05-31,5.133756944444444
2012-06-01,5.185090277777777
2012-06-02,5.202756944444444
2012-06-03,5.1953125
2012-06-04,5.192916666666667
2012-06-05,5.325013888888889
2012-06-06,5.414791666666667
2012-06-07,5.436861111111111
2012-06-08,5.557645833333334
2012-06-09,5.593409722222223
2012-06-10,5.503180555555556
2012-06-11,5.463798611111111
2012-06-12,5.5661875
2012-06-13,5.839923611111111
2012-06-14,5.844756944444445
2012-06-15,5.901194444444444
2012-06-16,6.359451388888889
2012-06-17,6.398527777777777
2012-06-18,6.184881944444444
2012-06-19,6.2983125
2012-06-20,6.482493055555556
2012-06-21,6.6601736111111105
2012-06-22,6.625888888888889
2012-06-23,6.559347222222223
2012-06-24,6.417083333333333
2012-06-25,6.262826388888889
2012-06-26,6.309131944444444
2012-06-27,6.440076388888889
2012-06-28,6.480854166666667
2012-06-29,6.526638888888889
2012-06-30,6.565541666666666
2012-07-01,6.590840277777778
2012-07-02,6.582729166666666
2012-07-03,6.572
2012-07-04,6.483180555555556
2012-07-05,6.566819444444444
2012-07-06,6.576548611111111
2012-07-07,6.5950138888888885
2012-07-08,6.668354166666667
2012-07-09,6.777527777777777
2012-07-10,7.009277777777778
2012-07-11,7.092680555555555
2012-07-12,7.141395833333334
2012-07-13,7.512993055555555
2012-07-14,7.559104166666667
2012-07-15,7.511347222222223
2012-07-16,7.632673611111111
2012-07-17,8.186701388888888
2012-07-18,8.733104166666667
2012-07-19,9.017958333333334
2012-07-20,8.361284722222223
2012-07-21,8.654319444444443
2012-07-22,8.738909722222223
2012-07-23,8.648409722222222
2012-07-24,8.562368055555556
2012-07-25,8.527916666666668
2012-07-26,8.558451388888889
2012-07-27,8.795402777777777
2012-07-28,8.84351388888889
2012-07-29,8.776777777777777
2012-07-30,8.711395833333333
2012-07-31,9.138881944444444
2012-08-01,9.321861111111112
2012-08-02,9.5105
2012-08-03,10.487812499999999
2012-08-04,10.93513888888889
2012-08-05,10.575256944444446
2012-08-06,10.687916666666666
2012-08-07,10.777166666666668
2012-08-08,10.874972222222222
2012-08-09,11.127041666666667
2012-08-10,11.155465277777779
2012-08-11,11.318611111111112
2012-08-12,11.435048611111112
2012-08-13,11.628666666666666
2012-08-14,11.933048611111111
2012-08-15,12.375659722222222
2012-08-16,13.2200625
2012-08-17,14.218958333333333
2012-08-18,12.207708333333333
2012-08-19,10.349708333333334
2012-08-20,9.246569444444445
2012-08-21,10.011569444444444
2012-08-22,10.038666666666668
2012-08-23,9.989500000000001
2012-08-24,10.030638888888888
2012-08-25,10.3671875
2012-08-26,10.549416666666666
2012-08-27,11.055979166666667
2012-08-28,10.923416666666666
2012-08-29,10.891069444444444
2012-08-30,10.793909722222223
2012-08-31,10.486722222222223
2012-09-01,10.044805555555556
2012-09-02,9.930430555555555
2012-09-03,10.200625
2012-09-04,10.358159722222222
2012-09-05,10.3251875
2012-09-06,10.8103125
2012-09-07,10.988020833333334
2012-09-08,10.88179861111111
2012-09-09,10.93807638888889
2012-09-10,10.914270833333333
2012-09-11,10.905298611111112
2012-09-12,10.977520833333333
2012-09-13,11.2199375
2012-09-14,11.345284722222223
2012-09-15,11.532208333333333
2012-09-16,11.6343125
2012-09-17,11.722222222222221
2012-09-18,11.824569444444446
2012-09-19,12.178465277777779
2012-09-20,12.426618055555554
2012-09-21,12.245659722222221
2012-09-22,12.13248611111111
2012-09-23,11.94801388888889
2012-09-24,11.921784722222222
2012-09-25,11.919180555555554
2012-09-26,11.917180555555554
2012-09-27,12.141645833333333
2012-09-28,12.155319444444444
2012-09-29,12.195861111111112
2012-09-30,12.202055555555555
2012-10-01,12.170458333333332
2012-10-02,12.310979166666668
2012-10-03,12.698138888888888
2012-10-04,12.80779861111111
2012-10-05,12.548375
2012-10-06,12.5000625
2012-10-07,12.095534722222222
2012-10-08,11.331138888888889
2012-10-09,11.813881944444445
2012-10-10,11.951847222222222
2012-10-11,11.98275
2012-10-12,12.006402777777778
2012-10-13,11.920666666666667
2012-10-14,11.838430555555556
2012-10-15,11.5826875
2012-10-16,11.743625
2012-10-17,11.789930555555555
2012-10-18,11.8008125
2012-10-19,11.728409722222223
2012-10-20,11.600881944444446
2012-10-21,11.543756944444443
2012-10-22,11.454680555555557
2012-10-23,11.54848611111111
2012-10-24,11.472756944444445
2012-10-25,11.176868055555556
2012-10-26,10.491347222222222
2012-10-27,10.048979166666667
2012-10-28,10.492041666666665
2012-10-29,10.570763888888889
2012-10-30,10.72982638888889
2012-10-31,10.79854861111111
2012-11-01,10.9733125
2012-11-02,10.78223611111111
2012-11-03,10.58825
2012-11-04,10.545369565217392
2012-11-05,10.589611111111111
2012-11-06,10.677520833333332
2012-11-07,10.723680555555555
2012-11-08,10.660590277777779
2012-11-09,10.781916666666667
2012-11-10,10.756319444444445
2012-11-11,10.721534722222222
2012-11-12,10.793284722222221
2012-11-13,10.892208333333334
2012-11-14,10.888388888888889
2012-11-15,10.956069444444445
2012-11-16,11.135458333333332
2012-11-17,11.557125
2012-11-18,11.588972222222221
2012-11-19,11.529631944444443
2012-11-20,11.606569444444444
2012-11-21,11.612659722222222
2012-11-22,11.731965277777777
2012-11-23,11.9545625
2012-11-24,12.138048611111111
2012-11-25,12.282534722222222
2012-11-26,12.286736111111113
2012-11-27,12.119909722222223
2012-11-28,12.138479166666666
2012-11-29,12.271409722222224
2012-11-30,12.351534722222222
2012-12-01,12.407965277777778
2012-12-02,12.389722222222222
2012-12-03,12.42251388888889
2012-12-04,12.583388888888887
2012-12-05,12.969555555555555
2012-12-06,13.24826388888889
2012-12-07,13.363041666666666
2012-12-08,13.3446875
2012-12-09,13.284611111111111
2012-12-10,13.217062499999999
2012-12-11,13.278999999999998
2012-12-12,13.393006944444444
2012-12-13,13.403256944444443
2012-12-14,13.572916666666666
2012-12-15,13.413479166666667
2012-12-16,13.34902777777778
2012-12-17,13.17545138888889
2012-12-18,13.147868055555556
2012-12-19,13.143152777777777
2012-12-20,13.307368055555555
2012-12-21,13.3373125
2012-12-22,13.283680555555556
2012-12-23,13.157604166666667
2012-12-24,13.128923611111112
2012-12-25,13.157326388888889
2012-12-26,13.141270833333333
2012-12-27,13.138854166666667
2012-12-28,13.160208333333333
2012-12-29,13.214791666666667
2012-12-30,13.200319444444444
2012-12-31,13.213159722222223
2013-01-01,13.201263888888889
2013-01-02,13.145604166666669
